Order ID,Order Date,Order Quantity,Sales,Profit,Unit Price,Province,Customer Segment,Product Category
32706,2009/7/4,5,2017.5,-663.51,399.98,British Columbia,Home Office,Technology
33122,2010/6/19,21,8468.63,2819.96,400.97,British Columbia,Small Business,Technology
33570,2012/12/16,46,265.88,-90.90,5.74,British Columbia,Corporate,Office Supplies
33570,2012/12/16,1,1500.82,-3381.99,1500.97,British Columbia,Corporate,Technology
33570,2012/12/16,19,3093.864,286.40,205.99,British Columbia,Corporate,Technology
33893,2012/9/20,6,232.21,-14.03,35.89,British Columbia,Consumer,Office Supplies
33893,2012/9/20,16,88.3,-12.14,5.85,British Columbia,Consumer,Office Supplies
34599,2010/3/3,26,191.55,7.17,7.7,British Columbia,Small Business,Furniture
34599,2010/3/3,29,938.86,22.21,30.98,British Columbia,Small Business,Office Supplies
34721,2010/11/1,46,503.17,-10.21,10.23,British Columbia,Corporate,Office Supplies
34787,2010/2/28,14,453.99,14.61,30.98,British Columbia,Corporate,Office Supplies
34791,2011/5/7,37,284.58,33.81,7.59,British Columbia,Home Office,Furniture
34791,2011/5/7,9,1010.26,271.50,104.85,British Columbia,Home Office,Office Supplies
34822,2012/7/10,23,990.5,323.73,43.98,British Columbia,Consumer,Technology
34853,2011/9/29,49,651.9,-74.51,13.73,British Columbia,Small Business,Furniture
35522,2010/10/25,27,2575.01,231.46,99.99,British Columbia,Home Office,Technology
36099,2010/9/17,32,85.49,5.72,2.88,British Columbia,Home Office,Office Supplies
36099,2010/9/17,15,926.3,-503.80,64.65,British Columbia,Home Office,Office Supplies
36359,2011/11/23,2,68.66,-29.60,30.98,British Columbia,Corporate,Office Supplies
36901,2012/9/13,30,201.09,-56.22,6.68,British Columbia,Corporate,Office Supplies
37412,2012/8/3,17,191.67,6.02,10.98,British Columbia,Consumer,Office Supplies
38625,2010/11/17,28,2752,336.47,99.99,British Columbia,Corporate,Technology
38625,2010/11/17,12,72.82,5.03,5.98,British Columbia,Corporate,Office Supplies
38656,2012/8/10,13,64.46,25.16,4.91,British Columbia,Consumer,Office Supplies
38784,2011/2/3,50,298.12,137.67,6.3,British Columbia,Home Office,Office Supplies
38882,2009/12/14,37,4411.5,-1799.35,122.99,British Columbia,Consumer,Furniture
39527,2011/4/17,29,213.35,63.78,6.88,British Columbia,Corporate,Office Supplies
39845,2009/9/6,44,447.42,41.30,9.99,British Columbia,Home Office,Office Supplies
39877,2012/8/16,41,90.88,8.06,2.18,British Columbia,Home Office,Office Supplies
40259,2010/10/12,4,29.05,-20.90,4.98,British Columbia,Corporate,Technology
41217,2011/7/13,23,1314.64,575.38,55.48,British Columbia,Consumer,Office Supplies
41671,2012/12/3,49,638.91,77.48,12.98,British Columbia,Corporate,Office Supplies
41927,2012/7/13,46,2332.23,1085.93,48.04,British Columbia,Home Office,Office Supplies
41988,2009/2/4,33,4610.35,751.58,145.45,British Columbia,Home Office,Technology
41988,2009/2/4,18,610.07,-157.56,33.94,British Columbia,Home Office,Furniture
41988,2009/2/4,14,181.49,-29.54,13.43,British Columbia,Home Office,Office Supplies
42692,2011/12/20,41,248.86,-168.67,5.98,British Columbia,Small Business,Office Supplies
42692,2011/12/20,42,278.01,-202.31,6.48,British Columbia,Small Business,Office Supplies
44007,2011/5/30,50,281.81,42.45,5.98,British Columbia,Consumer,Office Supplies
44450,2010/10/9,14,243.23,35.33,17.48,British Columbia,Corporate,Technology
44450,2010/10/9,24,1326.51,58.17,65.99,British Columbia,Corporate,Technology
44610,2011/3/10,31,127.9,54.21,4.13,British Columbia,Consumer,Office Supplies
44999,2010/1/22,17,110.74,-70.31,6.48,British Columbia,Small Business,Office Supplies
45025,2011/4/11,26,73.82,2.01,2.88,Manitoba,Corporate,Office Supplies
45248,2011/4/16,38,154.85,-136.55,3.95,Manitoba,Corporate,Office Supplies
45248,2011/4/16,32,4941.7725,704.89,195.99,Manitoba,Corporate,Technology
45249,2010/11/27,24,1155.5835,-127.00,55.99,Manitoba,Small Business,Technology
45570,2010/8/9,19,77.57,-67.49,3.58,Manitoba,Corporate,Office Supplies
45731,2009/8/10,44,12689.87,-169.23,296.18,Manitoba,Consumer,Furniture
46375,2010/8/26,24,905.32,389.07,35.44,Manitoba,Home Office,Office Supplies
46375,2010/8/26,16,1702.499,162.11,125.99,Manitoba,Home Office,Technology
46885,2011/6/7,27,632.55,165.35,22.72,Manitoba,Corporate,Furniture
46885,2011/6/7,48,90.96,-30.11,1.81,Manitoba,Corporate,Office Supplies
46885,2011/6/7,32,1997.13,720.45,63.94,Manitoba,Corporate,Furniture
46948,2010/5/20,10,64.13,-28.97,6.54,Manitoba,Corporate,Office Supplies
47267,2010/12/29,24,492.71,67.01,19.98,Manitoba,Corporate,Office Supplies
47267,2010/12/29,14,1042.06,-931.25,70.89,Manitoba,Corporate,Furniture
47333,2011/9/7,16,760.2485,29.80,55.99,Manitoba,Home Office,Technology
48167,2009/9/6,43,5041.46,-2136.66,122.99,Manitoba,Corporate,Furniture
48167,2009/9/6,45,282.98,-237.47,6.48,Manitoba,Corporate,Office Supplies
48167,2009/9/6,27,8817.71,-2946.05,349.45,Manitoba,Corporate,Furniture
48230,2009/2/25,39,1140.26,387.20,29.18,Manitoba,Corporate,Furniture
48230,2009/2/25,31,2645.8,-684.78,80.98,Manitoba,Corporate,Office Supplies
48480,2010/1/2,32,11103.75,-522.59,370.98,Manitoba,Corporate,Office Supplies
48614,2012/5/31,46,7965.9025,2311.96,195.99,Manitoba,Corporate,Technology
48772,2009/5/12,44,3202.25,991.26,78.69,Manitoba,Small Business,Furniture
48772,2009/5/12,11,81.25,-44.54,6.48,Manitoba,Small Business,Office Supplies
48772,2009/5/12,18,57.17,-24.03,3.28,Manitoba,Small Business,Office Supplies
48772,2009/5/12,12,41.97,-37.03,3.28,Manitoba,Small Business,Office Supplies
48772,2009/5/12,10,35.64,-0.71,3.58,Manitoba,Small Business,Office Supplies
48800,2010/10/22,8,28761.52,285.11,3499.99,Manitoba,Home Office,Technology
48931,2009/6/17,33,750.66,120.05,20.95,Manitoba,Corporate,Technology
48931,2009/6/17,8,254.32,-117.39,30.98,Manitoba,Corporate,Technology
48931,2009/6/17,42,2149.37,217.87,51.75,Manitoba,Corporate,Furniture
49126,2011/7/10,33,5661.08,1055.47,160.98,Manitoba,Corporate,Furniture
49283,2009/12/11,25,334.71,31.74,12.28,Manitoba,Home Office,Office Supplies
49441,2009/9/27,49,1981.26,100.80,41.32,Manitoba,Home Office,Furniture
49601,2011/1/26,15,1756.46,-101.19,113.98,Manitoba,Home Office,Furniture
49763,2011/2/13,8,49.04,9.29,5.68,Manitoba,Corporate,Office Supplies
49763,2011/2/13,6,2320.35,-237.62,348.21,Manitoba,Corporate,Furniture
49927,2012/7/20,26,139.54,-54.08,4.98,Manitoba,Home Office,Office Supplies
49927,2012/7/20,28,199.52,13.44,7.59,Manitoba,Home Office,Furniture
49927,2012/7/20,39,85.66,6.67,2.18,Manitoba,Home Office,Office Supplies
50048,2010/1/18,14,35.48,-9.19,2.58,Manitoba,Corporate,Office Supplies
50048,2010/1/18,1,15,-11.02,6.84,Manitoba,Corporate,Office Supplies
50499,2011/10/12,18,1758.41,238.52,100.98,Manitoba,Small Business,Office Supplies
51041,2010/7/29,47,2766.818,846.95,65.99,Manitoba,Home Office,Technology
51328,2010/10/26,38,689.67,51.47,18.7,Manitoba,Consumer,Furniture
51333,2012/10/4,30,2219.79,-9.45,80.97,Manitoba,Corporate,Technology
51333,2012/10/4,25,237.36,-117.86,9.06,Manitoba,Corporate,Office Supplies
51365,2012/8/7,35,195.23,-72.46,5.89,Manitoba,Corporate,Furniture
51365,2012/8/7,35,4051.8,-684.07,124.49,Manitoba,Corporate,Furniture
51777,2011/2/19,4,3465.97,194.32,896.99,Manitoba,Small Business,Office Supplies
51777,2011/2/19,13,1307.88,206.86,100.97,Manitoba,Small Business,Technology
51814,2010/9/24,13,104.51,-9.28,7.84,Manitoba,Home Office,Office Supplies
51975,2009/12/18,12,1064.7865,-181.01,115.99,Manitoba,Home Office,Technology
52225,2012/4/12,10,131.09,10.94,12.22,Manitoba,Corporate,Furniture
52225,2012/4/12,33,1817.9,700.31,54.96,Manitoba,Corporate,Office Supplies
52487,2009/6/1,17,124.06,15.74,7.78,Manitoba,Corporate,Office Supplies
52868,2011/2/16,19,138.05,-100.49,7.37,Manitoba,Corporate,Technology
53221,2012/2/26,29,433.44,147.46,15.68,Manitoba,Corporate,Furniture
53600,2012/7/10,8,55.59,-17.95,5.18,Manitoba,Small Business,Office Supplies
53667,2012/5/17,33,112.36,-159.74,3.36,Manitoba,Consumer,Office Supplies
53667,2012/5/17,16,481.049,46.51,35.99,Manitoba,Consumer,Technology
53891,2009/1/22,36,562.8,-17.45,15.22,Manitoba,Home Office,Office Supplies
53955,2011/3/4,43,5544.99,-3404.24,130.98,Manitoba,Home Office,Furniture
54150,2011/6/22,12,2011.6355,-53.69,195.99,Manitoba,Corporate,Technology
55429,2009/6/29,43,260.59,-157.76,6.48,Manitoba,Consumer,Office Supplies
55462,2012/3/27,13,75.27,-1.84,5.58,Manitoba,Home Office,Office Supplies
55462,2012/3/27,31,1184.53,-26.49,39.98,Manitoba,Home Office,Technology
55462,2012/3/27,35,3683.73,708.76,125.99,Manitoba,Home Office,Technology
55749,2012/5/3,42,364.8,149.45,8.74,Manitoba,Corporate,Office Supplies
55873,2011/11/19,48,15602.93,4875.89,306.14,Manitoba,Corporate,Technology
56135,2010/11/13,8,1118.82,-320.30,140.98,Manitoba,Corporate,Furniture
56135,2010/11/13,48,79.75,-41.32,1.81,Manitoba,Corporate,Office Supplies
56708,2012/12/2,36,10006.28,-760.98,286.85,Manitoba,Corporate,Furniture
56708,2012/12/2,36,407.17,-12.82,11.58,Manitoba,Corporate,Office Supplies
57986,2010/10/29,14,199.93,-105.33,14.81,Manitoba,Small Business,Office Supplies
58310,2009/2/23,22,834.81,1.98,37.76,Manitoba,Home Office,Office Supplies
58725,2010/5/20,39,335.35,-134.97,8.74,Manitoba,Corporate,Office Supplies
902,2009/7/26,10,1925.83,359.83,207.48,Manitoba,Corporate,Office Supplies
2147,2012/9/5,15,605.1,92.81,40.98,Manitoba,Home Office,Office Supplies
2306,2011/7/25,15,113.5,-46.35,7.45,Manitoba,Corporate,Office Supplies
2823,2011/9/8,17,357.43,-135.98,20.97,Manitoba,Home Office,Technology
2823,2011/9/8,21,4754.08,299.88,225.02,Manitoba,Home Office,Office Supplies
3110,2009/12/16,13,1601.32,377.81,119.99,Manitoba,Corporate,Technology
3463,2010/8/17,43,264.75,-212.51,6.48,Manitoba,Consumer,Office Supplies
4034,2010/11/13,44,3367.24,-1183.69,79.52,Manitoba,Small Business,Furniture
4034,2010/11/13,37,5723.24,-194.97,145.98,Manitoba,Small Business,Furniture
4037,2010/3/23,27,188.07,-101.85,6.48,Manitoba,Corporate,Office Supplies
5538,2010/12/24,43,1281.28,415.85,29.17,Manitoba,Consumer,Office Supplies
5538,2010/12/24,13,1940.31,-668.19,146.05,Manitoba,Consumer,Furniture
5538,2010/12/24,4,430.848,-492.77,125.99,Manitoba,Consumer,Technology
5863,2010/11/21,40,933.21,207.18,22.98,Manitoba,Corporate,Furniture
7175,2010/2/7,10,748.25,-86.99,70.98,Manitoba,Corporate,Furniture
7364,2009/5/8,15,260.39,-48.57,16.98,Manitoba,Corporate,Office Supplies
7878,2011/5/1,50,3904.12,-1508.46,81.94,Manitoba,Corporate,Furniture
7878,2011/5/1,41,343.64,13.29,8.57,Manitoba,Corporate,Furniture
7878,2011/5/1,42,256.64,-28.29,5.81,Manitoba,Corporate,Office Supplies
8551,2009/7/29,25,185.64,-69.87,7.45,Manitoba,Corporate,Office Supplies
8551,2009/7/29,34,225.98,-135.74,6.48,Manitoba,Corporate,Office Supplies
8834,2010/11/8,1,16.73,-6.96,12.64,Manitoba,Consumer,Furniture
9155,2012/8/30,17,518.8,54.63,30.98,Manitoba,Consumer,Office Supplies
9668,2009/9/6,10,42.67,-12.72,4.18,Manitoba,Small Business,Office Supplies
10242,2010/12/12,32,690.88,119.25,22.98,Manitoba,Home Office,Furniture
12292,2012/6/2,32,824.24,-127.23,26.31,Manitoba,Consumer,Technology
14503,2011/2/5,14,438.47,157.89,30.56,Manitoba,Corporate,Office Supplies
15109,2010/12/14,11,230.72,-68.76,20.95,Manitoba,Home Office,Technology
15109,2010/12/14,45,293.47,-205.38,6.48,Manitoba,Home Office,Office Supplies
15109,2010/12/14,33,88.7,-89.13,2.52,Manitoba,Home Office,Office Supplies
15109,2010/12/14,23,262.78,19.36,10.98,Manitoba,Home Office,Office Supplies
15109,2010/12/14,10,142.15,-58.18,14.03,Manitoba,Home Office,Office Supplies
15142,2012/4/4,21,330.22,-51.72,15.28,Manitoba,Corporate,Office Supplies
15332,2010/5/30,6,321.71,-2.73,52.4,Manitoba,Home Office,Office Supplies
15872,2012/10/30,48,5198.12,1481.67,100.98,Manitoba,Corporate,Office Supplies
15872,2012/10/30,23,188.53,-27.49,7.35,Manitoba,Corporate,Office Supplies
15872,2012/10/30,19,718.41,23.94,40.99,Manitoba,Corporate,Office Supplies
16032,2009/12/5,35,436.98,75.61,12.64,Manitoba,Home Office,Furniture
16165,2010/7/22,4,136.68,-125.16,30.73,Manitoba,Small Business,Technology
16165,2010/7/22,24,1452.48,376.52,62.18,Manitoba,Small Business,Furniture
16165,2010/7/22,19,3555.29,183.28,193.17,Manitoba,Small Business,Office Supplies
17632,2010/2/21,38,71.12,-21.89,1.98,Manitoba,Corporate,Office Supplies
19492,2010/12/12,9,691.09,364.03,78.69,Manitoba,Small Business,Furniture
19492,2010/12/12,33,713.7,176.09,21.98,Manitoba,Small Business,Office Supplies
20102,2011/6/5,15,333.3,71.04,22.24,Manitoba,Small Business,Technology
21863,2010/11/21,27,85.77,-102.02,2.84,Manitoba,Small Business,Office Supplies
21863,2010/11/21,13,149.31,7.77,10.98,Manitoba,Small Business,Office Supplies
21894,2011/12/18,6,54.3,1.27,9.68,Manitoba,Consumer,Office Supplies
22022,2010/4/3,1,1409.86,-3461.12,1500.97,Manitoba,Small Business,Technology
22663,2012/1/11,35,9843.11,-384.60,280.98,Manitoba,Corporate,Furniture
22663,2012/1/11,15,7190.06,1908.45,500.98,Manitoba,Corporate,Technology
23713,2012/11/28,38,3701.5205,894.06,115.99,Manitoba,Consumer,Technology
24358,2009/5/16,27,7333.45,-207.28,279.48,Manitoba,Small Business,Office Supplies
24386,2012/6/26,41,4256.51,1653.96,100.97,Manitoba,Corporate,Technology
24386,2012/6/26,12,503.08,-102.74,40.98,Manitoba,Corporate,Technology
24386,2012/6/26,15,76.94,29.67,4.13,Manitoba,Corporate,Office Supplies
24899,2011/8/20,37,252.99,28.76,7.08,Manitoba,Home Office,Office Supplies
25473,2012/10/14,36,17304.85,7434.48,500.98,Manitoba,Corporate,Technology
25473,2012/10/14,20,794.32,67.61,40.99,Manitoba,Corporate,Office Supplies
25638,2009/8/6,31,163.89,-108.55,4.89,Manitoba,Corporate,Technology
25638,2009/8/6,12,115.45,23.53,10.06,Manitoba,Corporate,Office Supplies
26016,2009/10/7,2,154.94,-358.43,77.51,Manitoba,Consumer,Technology
26016,2009/10/7,44,1642.642,314.84,45.99,Manitoba,Consumer,Technology
26182,2010/1/16,4,770.76,-192.51,200.98,Ontario,Corporate,Furniture
26691,2012/8/3,37,270.43,-83.16,7.68,Ontario,Corporate,Office Supplies
27015,2011/12/31,24,1339.25,142.51,56.96,Ontario,Home Office,Office Supplies
27840,2009/7/3,8,1209.37,-407.85,150.98,Ontario,Home Office,Furniture
28130,2009/7/30,23,404.24,-76.99,15.99,Ontario,Corporate,Office Supplies
28130,2009/7/30,32,1381.88,598.20,46.94,Ontario,Corporate,Furniture
28290,2009/1/10,43,1307.35,-154.24,30.42,Ontario,Home Office,Technology
28290,2009/1/10,3,523.58,-179.36,161.55,Ontario,Home Office,Office Supplies
29927,2012/11/7,19,257.97,33.18,12.95,Ontario,Corporate,Office Supplies
29953,2011/2/7,42,619.77,50.24,14.45,Ontario,Home Office,Office Supplies
31238,2010/8/22,21,7512.03,2017.64,363.25,Ontario,Corporate,Office Supplies
32067,2012/3/12,27,2853.8835,492.24,125.99,Ontario,Small Business,Technology
32198,2011/11/9,31,240.63,-117.92,7.37,Ontario,Consumer,Technology
32231,2012/11/1,44,192.33,48.54,4.26,Ontario,Consumer,Office Supplies
32452,2011/7/18,3,8.6,-2.03,2.88,Ontario,Consumer,Office Supplies
32998,2010/9/29,13,1663.83,-484.64,130.98,Ontario,Corporate,Furniture
33091,2011/1/25,24,265.35,-128.69,9.99,Ontario,Home Office,Office Supplies
33250,2009/6/25,40,7381.19,2998.88,177.98,Ontario,Corporate,Office Supplies
33378,2012/4/27,25,945.36,219.85,39.98,Ontario,Consumer,Office Supplies
33889,2010/11/6,46,9046.33,1398.03,180.98,Ontario,Small Business,Office Supplies
33889,2010/11/6,43,367.96,-16.11,8.67,Ontario,Small Business,Office Supplies
33889,2010/11/6,27,159.05,21.46,5.98,Ontario,Small Business,Office Supplies
33889,2010/11/6,39,116.14,50.44,2.88,Ontario,Small Business,Office Supplies
34567,2009/4/26,18,3344.11,588.54,180.98,Ontario,Consumer,Furniture
36163,2012/11/5,32,463,24.61,14.45,Ontario,Small Business,Office Supplies
36449,2010/9/5,6,90.75,-26.39,12.99,Ontario,Corporate,Furniture
36675,2011/7/3,39,113.09,29.76,2.94,Ontario,Small Business,Office Supplies
37862,2009/1/12,27,1603.27,452.49,59.98,Ontario,Corporate,Office Supplies
38240,2009/12/19,4,41.53,-15.53,8.6,Ontario,Consumer,Office Supplies
38693,2011/6/14,3,2222.61,196.08,699.99,Ontario,Home Office,Technology
38917,2010/11/21,11,618.1965,-132.53,65.99,Ontario,Consumer,Technology
39015,2009/12/6,13,5236.14,567.59,399.98,Ontario,Corporate,Technology
39015,2009/12/6,11,74.02,-28.45,6.48,Ontario,Corporate,Office Supplies
39265,2010/5/7,47,198.08,32.69,4.28,Ontario,Corporate,Office Supplies
40962,2011/2/20,28,1553.66,547.48,54.48,Ontario,Corporate,Office Supplies
40962,2011/2/20,30,3276.9965,653.06,125.99,Ontario,Corporate,Technology
41059,2010/9/14,26,363.16,3.92,14.27,Ontario,Corporate,Office Supplies
41059,2010/9/14,45,12571.63,5455.96,300.98,Ontario,Corporate,Technology
41059,2010/9/14,21,128.86,24.53,5.84,Ontario,Corporate,Office Supplies
41059,2010/9/14,45,17884.53,2357.86,400.98,Ontario,Corporate,Furniture
41664,2011/12/4,5,54.8,-15.30,9.78,Ontario,Corporate,Technology
41664,2011/12/4,40,1038.19,230.69,25.98,Ontario,Corporate,Office Supplies
42596,2012/8/14,9,51.75,4.16,5.58,Ontario,Corporate,Office Supplies
43424,2011/8/18,34,772.56,143.87,22.98,Ontario,Home Office,Office Supplies
43808,2011/1/6,16,108.73,-22.21,6.24,Ontario,Small Business,Furniture
45218,2009/5/10,49,309.46,-82.64,6.48,Ontario,Home Office,Technology
46050,2010/1/4,3,876.75,-248.69,289.53,Ontario,Home Office,Office Supplies
46117,2011/5/22,22,1168.28,126.07,50.98,Ontario,Home Office,Furniture
46243,2012/1/24,31,614.35,78.89,18.97,Ontario,Corporate,Office Supplies
46243,2012/1/24,1,3.63,-1.56,2.88,Ontario,Corporate,Office Supplies
46243,2012/1/24,31,172.99,61.51,5.84,Ontario,Corporate,Office Supplies
46310,2010/7/21,29,1935.25,652.19,63.98,Ontario,Home Office,Office Supplies
46310,2010/7/21,13,278.5,-6.23,22.01,Ontario,Home Office,Office Supplies
46310,2010/7/21,42,5423.58,1361.56,120.33,Ontario,Home Office,Office Supplies
46503,2011/11/6,26,1196.7915,265.39,55.99,Ontario,Small Business,Technology
46726,2012/7/5,46,325.97,-255.22,6.84,Ontario,Small Business,Office Supplies
46726,2012/7/5,10,49.65,8.27,4.55,Ontario,Small Business,Office Supplies
47042,2012/3/2,45,1375.3765,592.22,35.99,Ontario,Home Office,Technology
47174,2011/9/16,42,642.1,41.56,13.99,Ontario,Corporate,Technology
48034,2009/7/14,47,945.86,31.59,22.01,Ontario,Home Office,Office Supplies
48034,2009/7/14,12,2340.504,243.16,236.97,Ontario,Home Office,Furniture
48164,2011/10/29,33,94.39,12.31,2.88,Ontario,Small Business,Office Supplies
49189,2011/1/15,32,249.59,101.82,7.64,Ontario,Home Office,Office Supplies
49986,2010/10/14,39,110.36,8.60,2.84,Ontario,Consumer,Office Supplies
50336,2009/11/4,9,58.98,-17.79,5.77,Ontario,Consumer,Office Supplies
50373,2009/7/2,9,1455.04,-7.58,161.55,Ontario,Small Business,Office Supplies
50564,2012/3/2,30,11041.42,4456.25,387.99,Ontario,Home Office,Office Supplies
50949,2011/2/4,32,73.55,7.95,2.18,Ontario,Corporate,Office Supplies
50949,2011/2/4,46,4804.0385,1077.92,125.99,Ontario,Corporate,Technology
51361,2011/3/18,14,76.06,-35.99,4.28,Ontario,Corporate,Office Supplies
51361,2011/3/18,50,18056.68,-6474.65,349.45,Ontario,Corporate,Furniture
51780,2010/7/24,42,372.69,-177.03,8.04,Ontario,Consumer,Office Supplies
51940,2012/10/17,11,65.5,-55.94,5.98,Ontario,Corporate,Technology
52071,2011/11/27,14,136.85,-4.43,8.85,Ontario,Consumer,Office Supplies
52071,2011/11/27,1,12.74,-11.39,7.96,Ontario,Consumer,Furniture
53152,2009/3/5,5,185.79,-159.68,34.98,Ontario,Corporate,Technology
53152,2009/3/5,9,196.41,27.91,19.99,Ontario,Corporate,Furniture
53152,2009/3/5,9,186.67,2.06,19.98,Ontario,Corporate,Office Supplies
54177,2012/1/25,12,480.73,148.20,42.8,Ontario,Home Office,Office Supplies
54177,2012/1/25,25,159,-98.15,6.48,Ontario,Home Office,Office Supplies
55107,2010/5/8,32,171.52,46.61,5.68,Ontario,Home Office,Office Supplies
55461,2009/9/28,16,84.01,-34.12,4.82,Ontario,Small Business,Furniture
55526,2012/7/2,23,445.17,38.11,18.97,Ontario,Corporate,Office Supplies
55969,2010/10/4,37,2329.4,189.77,64.98,Ontario,Small Business,Office Supplies
57153,2009/5/26,9,106.05,-14.52,11.33,Ontario,Corporate,Office Supplies
57153,2009/5/26,45,698.1,336.25,15.67,Ontario,Corporate,Office Supplies
57538,2010/2/20,40,1370.49,-244.63,33.98,Ontario,Small Business,Furniture
58656,2010/12/4,5,39.44,-0.94,6.75,Ontario,Small Business,Office Supplies
58656,2010/12/4,3,11.01,-1.42,2.08,Ontario,Small Business,Furniture
58789,2010/8/5,26,195.51,-105.72,7.3,Ontario,Small Business,Office Supplies
58789,2010/8/5,38,377.13,-10.29,9.77,Ontario,Small Business,Furniture
59200,2011/12/9,4,170.45,-30.27,42.98,Ontario,Home Office,Office Supplies
59200,2011/12/9,28,350.42,-37.30,11.97,Ontario,Home Office,Office Supplies
59459,2009/2/4,40,69.66,-51.42,1.7,Ontario,Small Business,Technology
59878,2012/5/28,6,112.4,-46.75,17.98,Ontario,Corporate,Technology
59878,2012/5/28,23,249.64,-91.65,10.9,Ontario,Corporate,Office Supplies
59909,2012/8/5,11,1255.48,-292.65,115.99,Ontario,Small Business,Technology
59909,2012/8/5,46,411.56,-188.02,9.38,Ontario,Small Business,Office Supplies
1218,2009/6/19,3,46.46,-25.13,14.42,Ontario,Corporate,Office Supplies
1600,2010/3/2,32,303.59,-45.99,9.65,Ontario,Corporate,Furniture
1600,2010/3/2,36,191.6,-150.74,4.98,Ontario,Corporate,Office Supplies
2373,2009/3/11,36,317.59,-46.12,8.6,Ontario,Corporate,Office Supplies
2626,2011/9/7,16,48.37,18.02,2.88,Ontario,Small Business,Office Supplies
3109,2010/7/23,47,1005.74,199.30,22.23,Ontario,Corporate,Furniture
3109,2010/7/23,37,6477.7395,1653.97,205.99,Ontario,Corporate,Technology
3777,2009/4/7,14,244.85,38.06,17.67,Ontario,Small Business,Furniture
3973,2012/3/23,21,316.35,117.91,15.68,Ontario,Corporate,Furniture
4932,2010/8/9,11,109.37,25.96,10.31,Ontario,Corporate,Office Supplies
7239,2011/6/29,50,6206.16,1416.27,120.33,Ontario,Small Business,Office Supplies
9088,2009/6/22,50,15383.7,6523.26,304.99,Ontario,Home Office,Office Supplies
9088,2009/6/22,31,1637.457,118.15,65.99,Ontario,Home Office,Technology
11428,2012/1/21,16,1554.53,474.66,90.48,Ontario,Small Business,Office Supplies
12452,2010/12/7,1,356.95,-228.24,387.99,Ontario,Corporate,Office Supplies
12452,2010/12/7,17,112.86,-56.78,6.6,Ontario,Corporate,Technology
12452,2010/12/7,38,2063.42,989.95,55.98,Ontario,Corporate,Office Supplies
13345,2012/9/2,24,116.82,-42.05,4.77,Ontario,Corporate,Technology
13345,2012/9/2,45,483.64,28.39,10.98,Ontario,Corporate,Office Supplies
13410,2010/6/6,4,33.64,-35.17,8.12,Ontario,Corporate,Technology
13410,2010/6/6,29,701.94,158.91,23.99,Ontario,Corporate,Technology
15808,2010/12/14,33,126.88,12.63,3.7,Ontario,Corporate,Furniture
15808,2010/12/14,42,906.64,-148.93,22.38,Ontario,Corporate,Office Supplies
15808,2010/12/14,45,882.96,11.65,19.98,Ontario,Corporate,Technology
15808,2010/12/14,3,58.14,-96.25,20.99,Ontario,Corporate,Technology
16326,2010/5/10,39,1538.33,471.35,39.48,Ontario,Corporate,Technology
16326,2010/5/10,39,147.46,14.13,3.71,Ontario,Corporate,Office Supplies
17985,2011/4/12,4,473.88,-183.26,110.98,Ontario,Home Office,Furniture
17985,2011/4/12,50,849.031,-133.31,20.99,Ontario,Home Office,Technology
20480,2009/1/29,4,1042.63,-219.93,240.98,Ontario,Corporate,Furniture
21091,2009/12/12,32,270.73,-54.57,8.88,Ontario,Corporate,Office Supplies
26759,2012/1/25,30,251.11,10.04,7.84,Ontario,Consumer,Office Supplies
26853,2012/6/12,21,64.44,-89.02,2.66,Ontario,Small Business,Office Supplies
26918,2009/4/6,16,77.96,16.65,4.84,Ontario,Home Office,Office Supplies
27456,2009/4/10,29,9492.92,772.04,328.14,Ontario,Home Office,Office Supplies
28420,2009/9/24,2,45.64,-0.11,15.57,Ontario,Corporate,Office Supplies
29318,2011/6/30,21,2954.14,-522.94,138.14,Ontario,Corporate,Office Supplies
29318,2011/6/30,34,3375.3075,562.13,125.99,Ontario,Corporate,Technology
30016,2009/1/3,15,85.56,-41.58,5.28,Ontario,Corporate,Office Supplies
30016,2009/1/3,8,754.6555,-212.55,110.99,Ontario,Corporate,Technology
33255,2010/6/24,19,108.21,-50.02,5.28,Ontario,Home Office,Office Supplies
35104,2012/4/22,1,36.31,-74.45,29.99,Ontario,Small Business,Technology
35104,2012/4/22,18,388.15,-44.21,19.94,Ontario,Small Business,Furniture
35142,2010/4/22,11,231.27,89.29,20.24,Ontario,Corporate,Furniture
35584,2011/5/3,15,150.33,-98.23,9.71,Ontario,Corporate,Office Supplies
35908,2010/12/12,40,240.18,-160.21,5.78,Ontario,Small Business,Office Supplies
35908,2010/12/12,45,529.28,-30.27,12.21,Ontario,Small Business,Office Supplies
36706,2009/4/11,47,887.45,365.79,20.98,Ontario,Small Business,Office Supplies
36706,2009/4/11,7,355.97,-4.46,48.04,Ontario,Small Business,Office Supplies
37121,2011/3/15,44,9499.3,618.36,216.6,Ontario,Corporate,Furniture
38528,2011/12/20,36,2544.985,-113.06,85.99,Ontario,Small Business,Technology
38853,2012/3/23,13,728.025,20.00,65.99,Ontario,Home Office,Technology
39590,2011/5/14,9,79.25,-13.25,7.64,Ontario,Small Business,Office Supplies
40707,2009/6/11,26,1495.184,211.09,65.99,Ontario,Small Business,Technology
40961,2011/3/30,7,23.84,5.88,3.15,Ontario,Corporate,Office Supplies
41026,2011/4/19,8,709.37,-281.76,89.99,Ontario,Home Office,Furniture
